,class,KNN_PAAC,KNN_DPC,ANN_DPC,KNN_CKSAAGP,ERT_CKSAAGP
0,1,1.0,0.2,0.0003691208667504788,0.0,0.62
1,1,0.0,0.2,0.002144099036471857,0.4,0.305
2,1,0.8,0.4,0.3050450504550308,0.4,0.6
3,1,0.8,0.6,0.8855461600134699,0.2,0.61
4,1,0.2,0.4,0.3502583608430678,0.2,0.225
5,1,0.4,0.0,0.0026147437351768843,0.0,0.335
6,1,0.0,0.0,0.000488668035805866,0.0,0.05
7,1,0.2,0.0,0.0002917271649684685,0.2,0.255
8,1,0.0,0.4,0.06650985715842031,0.2,0.0
9,1,0.0,0.0,0.000633025574646305,0.0,0.08
10,1,0.4,0.4,0.0042497467397113456,0.4,0.62
11,1,0.0,0.0,5.9743949555746106e-05,0.0,0.305
12,1,0.4,0.0,0.009558988656075636,0.2,0.16
13,1,0.4,0.6,0.8161150316804598,0.2,0.51
14,1,0.8,0.8,0.1155321097761585,0.2,0.4
15,1,0.8,0.6,0.9992921343496258,0.6,0.45
16,1,0.4,0.6,0.7965238312726074,0.4,0.69
17,1,0.4,0.6,0.7987075833703915,0.2,0.88
18,1,0.6,0.6,0.007799567606312533,0.2,0.44
19,1,0.2,0.6,0.197512649415566,0.0,0.46
20,1,0.4,0.6,0.04191090130028567,0.4,0.57
21,1,0.6,0.6,0.0933931645815032,0.0,0.32
22,1,0.8,0.4,0.3998747848386781,0.4,0.37
23,1,0.8,0.6,0.9305487474202846,0.0,0.33
24,1,0.8,0.6,0.9929632056676634,0.0,0.38
25,1,0.0,0.0,0.004225373953219728,0.0,0.07
26,1,0.6,0.6,0.4232381380034012,0.2,0.47
27,1,0.8,0.6,0.005763175360174719,0.0,0.34
28,1,0.2,0.0,9.88785083171448e-05,0.0,0.29
29,1,0.2,0.2,0.0003776324606412527,0.0,0.18
30,1,1.0,0.4,0.7242760133117216,0.0,0.3
31,1,0.0,0.4,0.006999443168979496,0.0,0.16
32,1,0.4,0.2,0.6432480773735427,0.6,0.41
33,1,0.4,1.0,0.004072082796787232,0.4,0.58
34,1,0.8,0.6,0.0005421838392825417,0.2,0.2
35,1,0.6,0.2,0.017893611870109655,0.0,0.2
36,1,0.0,0.4,0.02549968672060897,0.0,0.26
37,1,1.0,1.0,0.9999658151074544,1.0,1.0
38,1,0.8,0.4,0.9996422123312124,0.4,0.85
39,1,0.4,0.0,0.14261819216334698,0.4,0.67
40,1,0.4,0.4,0.0007943464854315456,0.4,0.5
41,1,1.0,0.0,0.0021619255031597013,0.2,0.615
42,1,1.0,1.0,0.999998911105362,1.0,0.98
43,1,1.0,1.0,0.999207848693636,1.0,0.96
44,1,0.6,0.8,0.003619582594439448,0.6,0.625
45,1,1.0,0.8,0.4433304329230778,0.6,0.75
46,1,0.6,1.0,0.530086534566237,0.6,0.66
47,1,1.0,0.2,0.7540347165185117,1.0,0.83
48,1,1.0,0.4,0.9742245777456215,0.4,0.61
49,1,1.0,1.0,0.9999996469227141,0.6,0.73
50,1,0.8,0.4,0.04394065231298906,0.2,0.58
51,1,0.8,0.8,0.9995014473621642,0.8,0.72
52,1,0.8,0.6,0.4849097702337265,0.6,0.75
53,1,1.0,0.8,0.999563756965114,0.8,0.7
54,1,0.4,1.0,0.9759599296985632,0.6,0.55
55,1,1.0,1.0,0.9999479652350466,1.0,0.92
56,1,1.0,1.0,0.9999956920060904,1.0,1.0
57,1,1.0,1.0,0.9999885778697968,1.0,0.98
58,1,1.0,1.0,0.9997694348551216,1.0,0.84
59,1,1.0,1.0,0.9998896995163336,1.0,0.78
60,1,1.0,1.0,0.9999093716056868,0.6,0.63
61,1,0.8,0.2,0.00014227691282802881,0.0,0.39
62,1,1.0,1.0,0.9999778596914376,1.0,0.82
63,1,1.0,1.0,0.9999980268328472,1.0,1.0
64,1,1.0,0.8,0.995849358786645,1.0,0.74
65,1,0.6,0.4,0.9045560579759842,0.8,0.67
66,1,1.0,1.0,0.9999256578457312,0.4,0.67
67,1,1.0,1.0,0.9999929843461044,1.0,1.0
68,1,1.0,1.0,0.9999531518873876,1.0,0.87
69,1,1.0,1.0,0.9998088178417324,1.0,0.67
70,1,0.4,0.6,0.12891978933922227,0.0,0.35
71,1,0.8,1.0,0.9612585631994104,0.4,0.69
72,1,1.0,0.6,0.035348785243354504,0.4,0.68
73,1,0.6,0.4,0.011985344791257914,0.4,0.63
74,1,1.0,0.0,0.9993971840100652,1.0,0.99
75,1,0.6,0.2,0.2764851259214775,0.2,0.66
76,1,1.0,0.2,0.9883299938987176,0.4,0.57
77,1,0.4,0.0,0.017611289489515743,0.4,0.64
78,1,0.8,1.0,0.9999933493228133,0.6,0.9
79,1,1.0,0.6,0.9999643213780568,0.4,0.635
80,1,0.6,0.6,0.7578742731531222,0.6,0.54
81,1,0.8,0.2,0.009526836705913214,0.2,0.65
82,1,0.6,0.2,0.2837964069997541,0.0,0.43
83,1,0.8,0.2,0.1938245627786506,0.2,0.46
84,1,0.8,0.6,0.9993344044319478,0.4,0.59
85,1,1.0,0.2,0.4540206835466554,0.2,0.47
86,1,0.8,0.0,0.00856754569035405,0.4,0.71
87,1,0.8,0.8,0.9052264127909598,0.4,0.57
88,1,0.8,0.8,0.9998486915998942,1.0,0.72
89,1,0.4,0.2,1.2839123590743107e-05,0.0,0.46
90,1,1.0,1.0,0.9997141361834742,0.8,0.7
91,1,1.0,1.0,0.9999955240971355,1.0,0.98
92,1,1.0,1.0,0.9999643992306506,1.0,0.89
93,1,1.0,1.0,0.9999854699324024,1.0,0.9
94,1,0.8,0.8,0.9908677439232773,0.6,0.55
95,1,0.8,0.4,0.3038930186262543,0.8,0.52
96,1,1.0,1.0,0.9994458160603932,1.0,0.96
97,1,1.0,1.0,0.9999492076241692,1.0,0.94
98,1,1.0,1.0,0.9999609342793606,1.0,0.96
99,1,1.0,1.0,0.9999290166049342,1.0,0.91
100,1,1.0,1.0,0.9998712454666367,1.0,0.88
101,1,1.0,1.0,0.9999947565969416,1.0,1.0
102,1,1.0,1.0,0.9999714997981612,1.0,1.0
103,1,1.0,1.0,0.9999987598928028,1.0,1.0
104,1,1.0,1.0,0.9999955463511708,1.0,1.0
105,1,1.0,1.0,0.999988594163688,1.0,1.0
106,1,1.0,1.0,0.9999972958864984,1.0,1.0
107,1,1.0,1.0,0.9999986062848051,1.0,0.99
108,1,1.0,1.0,0.9999959956159392,1.0,1.0
109,1,1.0,1.0,0.999998301349718,1.0,1.0
110,1,1.0,1.0,0.9999993462801556,1.0,1.0
111,1,1.0,1.0,0.9999972025569246,1.0,1.0
112,1,1.0,1.0,0.9999988961605067,1.0,0.98
113,1,1.0,1.0,0.9999997387089672,1.0,0.97
114,1,1.0,1.0,0.9999682081003864,1.0,0.99
115,1,1.0,1.0,0.9999606688995636,1.0,1.0
116,1,1.0,1.0,0.9999518672254316,1.0,0.99
117,1,1.0,1.0,0.9999909821472384,1.0,0.97
118,1,1.0,1.0,0.9999794715609746,1.0,0.99
119,1,1.0,1.0,0.9999897150860168,1.0,1.0
120,1,1.0,1.0,0.9999975579618512,1.0,1.0
121,1,1.0,1.0,0.9999928028756032,1.0,0.98
122,1,1.0,1.0,0.99998939739519,1.0,1.0
123,1,1.0,1.0,0.9999821888864212,1.0,0.97
124,1,1.0,1.0,0.9778037054690418,1.0,0.68
125,1,1.0,1.0,0.9998847140426288,1.0,0.84
126,1,1.0,1.0,0.9999519956835756,1.0,0.84
127,1,1.0,1.0,0.9999319946530316,1.0,0.87
128,1,1.0,1.0,0.9991402737932932,1.0,0.67
129,1,0.4,1.0,0.9999566941738214,0.8,0.76
130,1,1.0,1.0,0.9999451846298792,1.0,0.9
131,1,1.0,0.6,0.9931361176977086,0.4,0.65
132,1,1.0,1.0,0.9999955653044966,1.0,1.0
133,1,0.0,0.2,0.5927248865985355,0.0,0.3
134,1,0.4,0.6,0.0004249863291781648,0.2,0.335
135,1,0.6,0.2,0.994723740976338,0.2,0.505
136,1,1.0,0.6,0.993878779351056,0.8,0.88
137,1,1.0,0.8,0.9996459275714058,0.8,0.9
138,1,1.0,1.0,0.92991180952107,0.6,0.68
139,1,1.0,0.8,0.9423946309830864,0.6,0.69
140,1,0.8,0.4,0.7220075068232845,0.4,0.67
141,1,1.0,0.8,0.9956256723344328,1.0,0.82
142,1,1.0,0.8,0.008947992326405396,0.2,0.66
143,1,0.8,1.0,0.9396610535042024,0.8,0.74
144,1,0.4,1.0,0.6623889126666179,0.4,0.56
145,1,0.2,0.2,0.1247837441428966,0.2,0.28
146,1,1.0,1.0,0.9999983749953092,1.0,1.0
147,1,1.0,1.0,0.9999945336609604,1.0,0.99
148,1,1.0,0.8,0.9889354854994352,0.6,1.0
149,1,1.0,1.0,0.9999773450627926,1.0,0.96
150,1,1.0,1.0,0.999984272237322,1.0,0.93
151,1,1.0,1.0,0.9991777491193492,1.0,0.89
152,1,1.0,1.0,0.9999976239200012,1.0,1.0
153,1,1.0,0.8,0.9584246077059502,0.6,1.0
154,1,0.8,1.0,0.9886164374127384,0.8,0.94
155,1,1.0,1.0,0.9977624398716488,1.0,0.98
156,1,1.0,1.0,0.9990476524919008,1.0,0.92
157,1,1.0,0.0,0.9999300948252824,0.0,0.66
158,1,1.0,0.8,0.99999999998648,0.8,0.955
159,1,1.0,0.6,0.2757875863646995,0.4,0.98
160,1,1.0,0.4,0.9990708451940956,0.4,0.77
161,1,0.8,1.0,0.9999971345076925,1.0,0.99
162,1,0.8,0.4,0.9999988856849802,0.2,0.82
163,1,1.0,0.6,0.9994514783224088,0.6,1.0
164,1,1.0,0.0,0.9052089828677584,0.6,1.0
165,1,0.8,0.4,8.742615057454074e-05,0.4,1.0
166,1,1.0,0.2,0.9999903529823494,1.0,1.0
167,1,0.4,0.4,0.0017666042771293067,0.2,1.0
168,1,1.0,0.6,0.9914433688757968,0.8,0.93
169,1,1.0,0.4,0.999482548885269,0.4,1.0
170,1,1.0,0.6,0.9306782923259524,0.6,1.0
171,1,1.0,0.6,0.9999765840680089,1.0,0.88
172,1,1.0,0.4,0.6665046462355529,0.6,1.0
173,1,0.6,1.0,0.996084788195116,1.0,0.83
174,1,1.0,1.0,0.989419540456972,1.0,0.99
175,1,1.0,0.6,0.5271006789814338,1.0,0.72
176,1,1.0,1.0,0.9999978160372892,1.0,0.92
177,1,1.0,1.0,0.999996370518448,1.0,0.87
178,1,1.0,1.0,0.9999983743490016,1.0,0.98
179,1,1.0,1.0,0.9999929353682552,1.0,0.84
180,1,0.8,0.6,0.9800610051546446,0.6,0.55
181,1,1.0,0.0,0.08538322917858214,0.4,0.8
182,1,1.0,0.2,0.03784259919895827,1.0,0.71
183,1,0.2,0.4,0.0001144803973239853,0.0,0.3
184,1,0.6,0.0,0.0002953688634102285,0.0,0.46
185,1,0.4,0.4,0.007875134359947392,0.6,0.37
186,1,0.6,0.2,0.0012275365175312314,0.2,0.58
187,1,1.0,1.0,0.9986774055393486,1.0,0.94
188,1,1.0,0.2,9.957649822918363e-06,0.4,0.61
189,1,1.0,0.2,1.539555857926846e-11,0.0,0.43
190,1,0.6,0.0,0.0017033693838932509,0.0,0.61
191,1,0.8,0.8,0.9596116384080312,0.8,0.9
192,1,0.8,0.0,5.517665966937731e-06,0.2,0.685
193,1,0.6,1.0,0.9999998687753784,1.0,0.98
194,1,0.6,1.0,0.9999967677429306,1.0,0.69
195,1,0.6,1.0,0.9712205035917468,0.6,0.69
196,1,1.0,0.0,0.001161071695768784,0.0,0.805
197,1,1.0,0.8,0.9993603053408936,0.8,0.96
198,1,1.0,0.6,0.9999235248897248,0.2,0.83
199,1,1.0,0.4,0.3869373615903518,0.6,0.795
200,1,1.0,1.0,0.9999968371417202,0.0,0.71
201,1,1.0,0.6,0.9994313469752439,0.0,0.8
202,1,0.8,0.8,0.5383191574278777,0.8,0.53
203,1,0.8,0.8,0.12730481496783744,1.0,0.87
204,1,1.0,1.0,0.9296640668417171,1.0,0.78
205,1,0.8,1.0,0.8222523522535234,0.6,0.56
206,1,0.8,1.0,0.999999103612802,0.6,0.84
207,1,1.0,1.0,0.9999905288540144,1.0,0.99
208,1,1.0,1.0,0.9999876837154918,1.0,1.0
209,1,0.8,0.4,0.9965583036029022,0.8,0.9
210,1,0.8,0.8,0.9999020225179386,0.6,0.725
211,1,1.0,1.0,0.9999951434251946,0.6,0.75
212,1,1.0,0.8,0.9999999521321632,0.4,0.79
213,1,0.6,0.6,0.9747464264705984,0.6,0.61
214,1,1.0,1.0,0.9995978013167112,0.8,0.9
215,1,1.0,0.2,0.037488583882934405,0.4,0.57
216,1,0.8,1.0,0.9998305822381518,0.6,0.79
217,1,0.8,0.4,0.9335517418609114,0.2,0.79
218,1,1.0,1.0,0.99977446106212,1.0,0.62
219,1,1.0,1.0,0.9999898648956091,1.0,0.88
220,1,1.0,1.0,0.999830642346077,1.0,0.64
221,1,1.0,1.0,0.999995248587048,1.0,0.9
222,1,0.8,1.0,0.9967555644631326,0.0,0.51
223,1,1.0,1.0,0.9998561812455026,1.0,0.91
224,1,1.0,1.0,0.9999913134120402,1.0,1.0
225,1,1.0,1.0,0.9989524193520041,1.0,0.85
226,1,1.0,1.0,0.9944622689056472,0.8,0.89
227,1,1.0,1.0,0.9999986675654414,1.0,0.96
228,1,1.0,1.0,0.9978368919475435,1.0,0.58
229,1,0.8,0.6,0.9994535335490476,0.4,0.0
230,1,1.0,1.0,0.9994144990894924,0.8,0.85
231,1,1.0,1.0,0.9999743321552834,1.0,0.94
232,1,1.0,1.0,0.7823488368056759,0.8,0.76
233,1,1.0,1.0,0.1841353770520401,0.2,0.62
234,1,0.8,0.8,0.99971079085034,0.4,0.64
235,1,1.0,1.0,0.7449508860376615,0.8,0.62
236,1,1.0,1.0,0.9999746608377136,1.0,0.76
237,1,1.0,1.0,0.9995679303260308,1.0,0.95
238,1,1.0,0.8,0.9996785004116762,0.8,0.78
239,1,1.0,1.0,0.9991034313721452,1.0,0.7
240,1,0.8,0.8,0.9941923339579792,0.2,0.67
241,1,0.4,0.8,0.9998777440708976,0.8,0.48
242,1,1.0,1.0,0.9860492654859241,1.0,0.72
243,1,1.0,0.8,0.994409746731092,1.0,0.81
244,1,1.0,0.0,0.03260022840864741,0.6,0.85
245,1,1.0,1.0,0.9972999043740765,0.6,0.72
246,1,1.0,1.0,0.8792016507259208,1.0,0.89
247,1,1.0,1.0,0.9985587681456608,1.0,0.91
248,1,0.8,0.6,0.999813149155843,0.4,0.57
249,1,1.0,1.0,0.9995124281324164,1.0,0.75
250,1,1.0,1.0,0.9917695824582504,0.8,0.82
251,1,1.0,1.0,0.9999922337482876,1.0,0.89
252,1,1.0,1.0,0.99996769566032,0.8,0.76
253,1,1.0,0.2,0.02697543446711202,0.2,0.39
254,1,1.0,0.2,0.9503641927319436,0.4,0.575
255,1,0.6,1.0,0.9981239262322866,0.6,0.35
256,1,1.0,1.0,0.9999580121234434,1.0,0.91
257,1,0.6,0.6,0.577546417281516,0.0,0.39
258,1,0.8,0.4,0.9999870433633372,0.4,0.52
259,1,1.0,1.0,0.9999958526742122,1.0,0.98
260,1,1.0,1.0,0.9999971672129562,1.0,0.99
261,1,1.0,1.0,0.9999402412005975,0.8,0.91
262,1,0.4,0.6,0.08883538532158401,0.2,0.685
263,1,1.0,1.0,0.9997671112852016,1.0,0.92
264,1,0.8,0.4,0.020174509158833863,0.2,0.43
265,1,0.8,1.0,0.9999987826224168,1.0,0.75
266,1,1.0,1.0,0.9993524500862412,0.6,0.72
267,1,0.6,1.0,0.9990601673054066,0.8,0.76
268,1,0.8,1.0,0.9965159281239191,0.2,0.48
269,1,1.0,1.0,0.9986579907277312,0.8,0.68
270,1,0.6,0.6,0.9800904075558602,0.4,0.59
271,1,1.0,1.0,0.999996962909108,1.0,0.78
272,1,1.0,1.0,0.9999929173369624,1.0,1.0
273,1,1.0,0.8,0.9999996119017786,0.8,0.97
274,1,1.0,1.0,0.9999966860545468,1.0,0.44
275,1,1.0,0.8,0.3635513366009425,0.6,0.86
276,1,1.0,1.0,0.9999936317168194,1.0,0.85
277,1,1.0,0.2,0.13232756551372635,0.6,0.9
278,1,1.0,1.0,0.9999926210444224,1.0,0.81
279,1,1.0,1.0,0.999806143681204,0.8,0.82
280,1,0.6,1.0,0.9998842234272112,0.6,0.39
281,1,1.0,1.0,0.9997480777638031,1.0,0.81
282,1,0.8,1.0,0.9999963019622624,0.0,0.47
283,1,1.0,1.0,0.9999981962677444,1.0,0.85
284,1,1.0,1.0,0.9696114114677794,1.0,0.8
285,1,0.8,1.0,0.9999623582594472,1.0,0.73
286,1,1.0,1.0,0.999585404131966,1.0,0.89
287,1,1.0,1.0,0.999947301224504,1.0,0.92
288,1,1.0,1.0,0.9999709412168624,1.0,0.91
289,1,1.0,1.0,0.9999260536884336,0.2,0.67
290,1,1.0,1.0,0.9988793092711228,0.8,0.52
291,1,0.8,0.6,0.9897322759458044,0.4,0.76
292,1,0.2,1.0,0.9962023411534288,1.0,0.64
293,1,1.0,1.0,0.9999991995738394,1.0,0.92
294,1,1.0,1.0,0.9778874774646408,0.6,0.83
295,1,0.6,1.0,0.5874719764580891,0.0,0.37
296,1,1.0,1.0,0.9998834187491612,0.8,0.74
297,1,0.8,1.0,0.996720465088436,0.2,0.74
298,1,1.0,1.0,0.9999969862432364,0.4,0.72
299,1,0.2,1.0,0.9972065820308768,0.6,0.81
300,1,1.0,0.8,0.21330172979884052,0.0,0.4
301,1,1.0,1.0,0.9997087519740804,1.0,0.84
302,1,1.0,1.0,0.9999940919608856,1.0,0.99
303,1,0.6,0.4,0.957312136739693,0.4,0.55
304,1,1.0,1.0,0.9999727306744562,1.0,0.97
305,1,1.0,1.0,0.9999891749925108,1.0,0.74
306,1,1.0,1.0,0.9999980685885276,1.0,0.93
307,1,1.0,1.0,0.9999853918796588,1.0,1.0
308,1,1.0,0.8,0.9998858409453648,1.0,0.8
309,1,1.0,1.0,0.9994920357947892,0.8,0.74
310,1,0.4,0.0,0.05189655011908339,0.8,0.975
311,1,1.0,1.0,0.9996691719378856,1.0,0.79
312,1,1.0,1.0,0.9999946047498496,0.6,0.61
313,1,1.0,0.0,1.3904361190434684e-05,0.8,0.94
314,1,1.0,0.8,0.9993687266015959,0.8,0.67
315,1,1.0,1.0,0.9999997381165846,1.0,1.0
316,1,1.0,1.0,0.9998190238146945,1.0,0.92
317,1,1.0,1.0,0.9997147191752872,1.0,0.76
318,1,1.0,1.0,0.9999955140890696,1.0,0.99
319,1,1.0,1.0,0.9999971525219228,1.0,0.99
320,1,0.8,1.0,0.9999998004403442,0.6,0.795
321,1,0.8,1.0,0.999638977230194,1.0,0.91
322,1,0.8,0.0,0.13396539849452269,0.0,0.53
323,1,1.0,1.0,0.2774784171851813,1.0,0.78
324,1,0.0,0.6,0.6171201452925809,0.2,0.42
325,1,0.6,1.0,0.9999958747728179,1.0,0.65
326,1,1.0,1.0,0.9999784293603364,0.8,0.89
327,1,1.0,1.0,0.9999911213715784,1.0,0.98
328,1,1.0,0.8,0.9990744990663571,0.4,0.59
329,1,1.0,1.0,0.9999986057691728,1.0,0.97
330,1,1.0,1.0,0.9999975658342622,1.0,1.0
331,1,1.0,1.0,0.9998949089649408,1.0,0.86
332,1,1.0,0.8,0.13023143637774948,0.8,0.79
333,1,0.8,0.6,0.93915951278882,0.2,0.75
334,1,0.6,0.8,0.6207136254156359,0.0,0.52
335,1,1.0,1.0,0.9997860546174456,1.0,0.87
336,1,1.0,1.0,0.9999975620513564,1.0,0.68
337,1,1.0,1.0,0.9999142171269934,1.0,0.83
338,1,0.2,0.4,0.8709737209540751,0.0,0.29
339,1,0.8,0.0,0.04036561326706038,0.2,0.49
340,1,1.0,1.0,0.9999590793277738,1.0,0.91
341,1,0.8,1.0,0.9938630365339218,1.0,0.9
342,1,0.2,0.8,0.9966805990261688,0.6,0.6
343,1,1.0,1.0,0.9999355724539309,0.6,0.45
344,1,1.0,0.6,0.9064916388798856,0.6,0.71
345,1,1.0,1.0,0.9994968335498,1.0,0.78
346,1,0.6,0.4,0.7160171319473765,0.0,0.49
347,1,1.0,0.6,0.99937368845281,0.8,0.63
348,1,0.8,0.8,0.0057756891992786965,1.0,0.97
349,1,1.0,1.0,0.9999798993143793,1.0,0.84
350,1,0.8,0.8,0.9813116431269606,0.4,0.77
351,1,1.0,1.0,0.9999845930642454,1.0,0.95
352,1,0.8,0.4,0.9902686450591816,0.8,0.97
353,1,1.0,1.0,0.987116457961034,0.6,0.45
354,1,1.0,1.0,0.9999844570280362,1.0,0.94
355,1,0.2,0.8,0.989084831309641,0.0,0.53
356,1,1.0,1.0,0.7083212044138439,0.4,0.36
357,1,0.8,1.0,0.9999991049624176,0.6,0.79
358,1,0.6,0.8,0.036673005418582566,0.4,0.55
359,1,0.0,0.8,0.981235577711596,0.4,0.49
360,1,0.8,1.0,0.928725171756956,0.4,0.44
361,1,1.0,1.0,0.9666143026979396,0.6,0.44
362,1,1.0,1.0,0.9991757940889762,0.6,0.33
363,1,1.0,1.0,0.9926084252407378,0.4,0.64
364,1,1.0,1.0,0.9998192744113702,1.0,0.91
365,1,1.0,1.0,0.9999706330025032,1.0,0.94
366,1,1.0,1.0,0.995723597028226,0.4,0.29
367,1,1.0,0.6,0.9858646075009764,1.0,0.885
368,1,0.8,1.0,0.9998641852804556,1.0,0.89
369,1,1.0,1.0,0.9999629600126256,1.0,0.93
370,1,0.8,0.4,0.9999933246396208,0.0,0.49
371,1,0.4,1.0,0.9990993637628812,0.8,0.66
372,1,1.0,1.0,0.9999939751449596,0.8,0.69
373,1,0.8,1.0,0.9999996449906244,0.8,0.96
374,1,1.0,1.0,0.999998124364866,1.0,0.82
375,1,1.0,1.0,0.9999901084525188,1.0,0.95
376,1,1.0,1.0,0.0005871924092185122,0.8,0.95
377,1,0.6,1.0,0.9978032739625772,0.2,0.265
378,1,1.0,1.0,0.999936926990634,1.0,0.93
379,1,1.0,0.8,0.9826265328674332,0.4,0.64
380,1,0.8,1.0,0.9999999842731486,1.0,0.95
381,1,0.6,0.2,0.6583644207480119,0.4,0.47
382,1,0.6,0.6,0.6390212141074033,0.2,0.3
383,1,0.8,0.8,0.998195323678975,1.0,0.91
384,1,1.0,1.0,0.9999413882638749,1.0,0.95
385,1,1.0,1.0,0.9999209534548472,1.0,0.68
386,1,1.0,1.0,0.9974645156921668,1.0,0.85
387,1,1.0,1.0,0.9992373999914006,1.0,0.81
388,1,1.0,1.0,0.99874710757288,0.6,0.76
389,1,1.0,1.0,0.9999990502920266,1.0,1.0
390,1,1.0,1.0,0.9996709466717012,0.8,0.64
391,1,0.8,0.2,0.015608320419068818,0.2,0.3
392,1,1.0,1.0,0.9998737966397954,1.0,0.96
393,1,1.0,1.0,0.9999987016757924,1.0,0.95
394,1,1.0,0.6,0.9995973161242918,0.4,0.89
395,1,1.0,1.0,0.99879485232986,1.0,0.72
396,1,1.0,1.0,0.9917150334107212,0.8,0.8
397,1,1.0,0.4,0.2246337150658073,0.6,0.455
398,1,1.0,1.0,0.9999949857762782,1.0,0.92
399,1,0.6,1.0,0.971976489697264,1.0,0.63
400,1,1.0,1.0,0.9973764044181608,1.0,0.57
401,1,0.6,0.8,0.9950903097196756,0.6,0.38
402,1,1.0,0.8,0.9994014544940132,0.2,0.615
403,1,1.0,0.4,0.9999931593952002,0.8,0.96
404,1,1.0,1.0,0.999993801174936,0.8,0.76
405,1,1.0,1.0,0.9997653674089472,0.4,0.69
406,1,0.4,0.8,0.7805223928169626,0.0,0.405
407,1,1.0,1.0,0.9998107514288349,1.0,0.89
408,1,1.0,1.0,0.9835992872599162,0.4,0.75
409,1,0.6,1.0,0.9936939365350204,0.6,0.5
410,1,1.0,0.8,0.9998635199738892,0.0,0.67
411,1,1.0,1.0,0.9998147411192294,1.0,0.92
412,1,1.0,1.0,0.9999114608257968,1.0,0.94
413,1,1.0,1.0,0.9980001507004842,1.0,0.7
414,1,1.0,1.0,0.9998008220947494,1.0,0.8
415,1,0.4,1.0,0.9936305522466748,0.6,0.64
416,1,1.0,1.0,0.9972086000032432,0.2,0.5
417,1,0.8,1.0,0.9977929256481216,0.8,0.6
418,1,1.0,1.0,0.9999969971549504,1.0,0.97
419,0,1.0,0.6,0.0007279850091456224,0.8,1.0
420,0,0.0,0.2,4.3729601210091295e-05,0.2,0.835
421,0,0.4,0.0,7.786143870145141e-07,0.4,0.19
422,0,0.2,0.2,5.655997149105443e-06,0.2,0.08
423,0,0.2,0.4,0.0009637483095851161,0.0,0.04
424,0,0.0,0.4,0.0027931433454254327,0.0,0.06
425,0,0.0,0.0,6.216160103310654e-07,0.4,0.295
426,0,0.2,0.2,1.8598066085214053e-06,0.0,0.03
427,0,0.2,0.0,3.128982578068061e-05,0.0,0.0
