,class,KNN_PAAC,KNN_DPC,ANN_DPC,KNN_CKSAAGP,ERT_CKSAAGP
428,0,0.0,0.6,9.692134373866404e-06,0.0,0.07
429,0,0.8,0.8,0.8007893314731646,0.4,0.71
430,0,0.4,0.2,0.09564890817047628,0.0,0.0
431,0,0.0,0.4,1.0041363737257844e-05,0.0,0.04
432,0,0.4,0.0,0.02069492070250469,0.0,0.26
433,0,0.4,0.0,0.014138089869525947,0.0,0.47
434,0,0.8,0.0,0.003520174401050851,0.4,0.41
435,0,0.4,0.6,0.017671468380977873,0.2,0.09
436,0,0.2,0.2,0.9761348935878978,0.2,0.795
437,0,0.0,0.2,0.02889875071202668,0.2,0.08
438,0,0.4,0.0,0.0069150976611874575,0.2,0.44
439,0,1.0,0.6,0.805065256281141,0.4,0.8
440,0,0.0,0.0,0.0006107292206738447,0.0,0.03
441,0,0.4,0.0,0.057672887056480174,0.2,0.48
442,0,0.0,0.4,0.0470997223208578,0.2,0.35
443,0,0.8,0.2,0.029470318367489614,0.2,0.55
444,0,0.6,0.0,1.1675065220091494e-06,0.0,0.48
445,0,0.0,0.0,1.6906515617840654e-05,0.0,0.015
446,0,0.4,0.8,0.9182492390131765,0.2,0.59
447,0,0.2,0.0,6.171474071857065e-05,0.4,0.2
448,0,0.0,0.0,0.00045301290122631854,0.0,0.025
449,0,0.2,0.6,0.0006897484071927714,0.2,0.075
450,0,0.6,0.8,0.6013869901635117,0.0,0.285
451,0,0.0,0.0,0.11267437755095,0.2,0.22
452,0,0.0,0.0,3.024018491459257e-05,0.0,0.12
453,0,0.0,0.0,0.0001537329290609296,0.0,0.275
454,0,0.2,0.0,8.496991381936293e-05,0.0,0.34
455,0,0.0,0.0,0.003674220896478614,0.2,0.01
456,0,1.0,0.4,0.016662607253751526,0.2,0.59
457,0,0.8,0.2,0.0005555298349780251,0.0,0.425
458,0,0.0,0.0,3.125944045611632e-05,0.2,0.12
459,0,0.4,0.0,0.0002503004913412981,0.0,0.375
460,0,0.4,0.2,0.2221741899597124,0.2,0.36
461,0,0.4,0.4,0.02298941885246995,0.4,0.195
462,0,0.0,0.0,0.0037677546856087368,0.4,0.15
463,0,0.8,0.4,9.353466396659676e-08,0.0,0.49
464,0,1.0,0.8,0.9191551555588268,0.8,0.61
465,0,0.8,0.4,7.775624608487751e-05,0.2,0.285
466,0,0.4,0.6,0.12426953921253328,0.4,0.39
467,0,0.0,0.0,0.0022044128989877933,0.0,0.09
468,0,0.4,0.2,0.0006625327763725332,0.0,0.34
469,0,0.4,0.8,0.004994449067080528,0.0,0.44
470,0,0.0,0.4,0.06724654871865647,0.0,0.07
471,0,0.4,0.4,0.004827255273144874,0.2,0.08
472,0,0.0,0.4,0.0021110318057338,0.4,0.38
473,0,0.2,0.2,0.0012837107154686372,0.2,0.27
474,0,0.2,0.0,7.607594807886218e-05,0.0,0.3
475,0,0.6,0.0,0.03216138251281358,0.2,0.49
476,0,0.0,0.0,0.0018824724520696738,0.2,0.33
477,0,0.2,0.4,0.3547928429613229,0.0,0.01
478,0,0.0,0.0,0.0024167636146944244,0.0,0.315
479,0,0.0,0.0,0.004538191857430107,0.0,0.315
480,0,0.2,0.2,0.02655872545540509,0.2,0.16
481,0,0.0,0.4,0.0585287948933239,0.2,0.44
482,0,0.2,0.0,0.0010845321047795156,0.0,0.05
483,0,0.2,0.0,0.008513999471271103,0.0,0.0
484,0,0.6,0.6,0.4056175362597012,0.0,0.36
485,0,0.0,0.2,0.0067283966775192544,0.0,0.11
486,0,0.8,0.0,0.1898666178286875,0.4,0.69
487,0,0.2,0.0,0.00024148379814855654,0.0,0.05
488,0,0.2,0.0,0.0006472649344525142,0.0,0.0
489,0,0.2,0.4,0.0642463208993396,0.6,0.47
490,0,0.2,0.2,0.8123639352002505,0.2,0.565
491,0,0.0,0.6,0.5068684418711368,0.2,0.48
492,0,0.0,0.2,5.47284015288947e-06,0.0,0.25
493,0,0.2,0.0,2.648498659284911e-05,0.0,0.1
494,0,0.0,0.2,4.466359479135216e-05,0.0,0.16
495,0,0.0,0.6,0.00022315086599908375,0.0,0.33
496,0,0.8,0.8,0.5553314473233695,0.2,0.26
497,0,0.2,0.6,3.4880293016793977e-06,0.0,0.275
498,0,0.4,0.6,0.09807329745269196,0.0,0.41
499,0,0.4,0.4,0.27891310669885755,0.2,0.37
500,0,0.6,0.2,0.0024434046170055024,0.0,0.33
501,0,0.0,0.0,5.6926274489380325e-05,0.0,0.045
502,0,0.2,0.0,0.004559546517061861,0.6,0.0
503,0,0.2,0.2,0.0003543531599944258,0.2,0.43
504,0,0.2,0.2,0.00021788060699540914,0.2,0.48
505,0,0.2,0.0,0.00025197429515144546,0.6,0.0
506,0,0.6,0.4,0.0022210580176059897,0.4,0.045
507,0,0.4,0.4,0.019192801421314642,0.6,0.0
508,0,0.4,0.2,0.00882824543280508,0.0,0.09
509,0,0.2,0.2,0.02413212721557929,0.4,0.29
510,0,0.0,0.2,0.00024088885966731767,0.0,0.17
511,0,0.2,0.4,0.09995197454113093,0.0,0.25
512,0,0.4,0.6,0.0009056030169727146,0.4,0.23
513,0,0.2,0.4,6.689451603441003e-05,0.0,0.24
514,0,0.2,0.8,0.0030316590269828096,0.4,0.28
515,0,0.4,0.2,0.007344880714046306,0.0,0.11
516,0,0.2,1.0,0.025625922385062568,0.2,0.29
517,0,0.2,0.6,0.2564591192905289,0.2,0.27
518,0,0.6,0.2,0.028545810096616032,0.0,0.25
519,0,0.2,0.4,0.0018349848577722328,0.0,0.15
520,0,0.6,0.4,0.0016214239464417744,0.2,0.03
521,0,0.0,0.4,0.022765764844213568,0.4,0.3
522,0,0.6,0.2,2.7975138748116358e-05,0.0,0.19
523,0,0.4,1.0,0.14944053334304672,0.0,0.38
524,0,0.2,0.2,0.00018256579339540445,0.2,0.03
525,0,0.0,0.8,0.3614460962153329,0.0,0.33
526,0,0.4,0.0,0.0044872600610535,0.0,0.14
527,0,0.2,0.4,0.0004147296277642235,0.0,0.14
528,0,0.0,0.4,0.0005848035204292553,0.8,0.28
529,0,0.2,0.2,0.006843976717147907,0.2,0.0
530,0,0.2,0.6,0.07876052543896801,0.4,0.33
531,0,0.2,0.2,0.014534390718033266,0.0,0.315
532,0,0.2,0.6,0.002604243986639943,0.0,0.37
533,0,0.4,0.8,0.17367162741232886,0.0,0.11
534,0,0.0,0.0,6.751570722503821e-05,0.0,0.05
535,0,0.2,0.8,0.09462034740193548,0.0,0.06
536,0,0.4,0.6,0.0016024300615846544,0.0,0.26
537,0,0.0,0.0,5.236513529757506e-05,0.0,0.01
538,0,0.2,0.2,6.172158431194518e-05,0.0,0.4
539,0,0.4,0.4,0.022811487547322363,0.0,0.13
540,0,0.4,0.6,0.9102615878696017,0.2,0.48
541,0,0.0,0.2,6.358417202613369e-06,0.0,0.13
542,0,0.2,0.2,0.3195725305738777,0.2,0.46
543,0,0.0,0.6,0.00024097534382827446,0.2,0.45
544,0,0.4,0.4,0.018304580435417057,0.0,0.02
545,0,0.0,0.6,0.00015056206338080543,0.0,0.35
546,0,0.2,0.4,0.07029428702441591,0.2,0.44
547,0,0.8,0.2,0.03655924077309883,0.0,0.26
548,0,0.0,0.6,0.0028442607536397885,0.0,0.2
549,0,0.0,0.2,0.00024878012916334846,0.0,0.31
550,0,0.8,0.6,0.2948462289871849,0.0,0.4
551,0,0.2,0.2,0.003521973645636843,0.2,0.0
552,0,0.0,0.6,0.0008858510402126852,0.0,0.25
553,0,0.6,0.4,0.11634602921396266,0.0,0.24
554,0,0.2,0.2,0.09831723257159014,0.2,0.16
555,0,0.0,0.4,0.011653886078712157,0.0,0.19
556,0,0.0,0.0,0.0016218159482164368,0.0,0.34
557,0,0.0,0.8,0.00369129691657365,0.4,0.42
558,0,0.0,0.0,8.406003275775253e-06,0.2,0.14
559,0,0.0,0.0,0.0008390320702910655,0.2,0.23
560,0,0.0,0.0,0.00012459909307656602,0.0,0.25
561,0,0.0,0.0,0.005916073822954784,0.0,0.09
562,0,0.0,0.4,0.0007036239186670513,0.0,0.09
563,0,0.0,0.8,0.00264746592546802,0.0,0.44
564,0,0.2,0.4,0.659972533453319,0.0,0.46
565,0,0.8,0.2,0.006992445162785743,0.0,0.24
566,0,0.4,0.0,0.027369026121719826,0.0,0.14
567,0,0.0,0.4,0.00013475626553941103,0.0,0.12
568,0,0.0,0.0,0.009542433453863087,0.0,0.21
569,0,0.0,0.2,0.01817766651029733,0.0,0.27
570,0,0.6,0.2,0.08731537163898881,0.2,0.3
571,0,0.0,0.8,0.0008650799479142803,0.0,0.23
572,0,0.8,0.4,0.030443622092138224,0.4,0.44
573,0,0.0,0.2,0.00572895791056894,0.2,0.35
574,0,0.0,0.2,0.005040880390910489,0.0,0.1
575,0,0.0,0.2,0.0004980152467131903,0.0,0.34
576,0,0.0,0.2,0.0007762900291344885,0.0,0.18
577,0,0.6,0.8,0.2233350731331945,0.4,0.22
578,0,0.4,0.8,0.1742076064847695,0.4,0.23
579,0,0.0,0.6,0.030348840683760783,0.0,0.08
580,0,0.0,0.8,0.0009893338089809259,0.0,0.39
581,0,0.0,0.4,3.348016172456635e-06,0.0,0.21
582,0,0.4,0.6,0.0016165646367468415,0.0,0.28
583,0,0.0,0.8,0.0003821862638218894,0.2,0.17
584,0,0.0,0.2,0.004271897929140268,0.2,0.23
585,0,1.0,0.4,0.9784701448651508,0.6,0.72
586,0,0.8,0.2,0.250980526818403,0.0,0.36
587,0,0.0,0.8,0.0020445572963045167,0.0,0.09
588,0,0.2,0.0,0.0005553788846170037,0.0,0.18
589,0,0.0,0.6,0.001249451210590182,0.0,0.17
590,0,0.0,0.0,0.011330609210334144,0.0,0.0
591,0,0.2,0.2,0.00018652652973943616,0.0,0.19
592,0,1.0,0.2,0.07126687908472414,0.0,0.35
593,0,0.0,0.8,0.00023947658767663597,0.2,0.22
594,0,0.0,0.0,0.0009610670882410328,0.0,0.0
595,0,0.0,0.6,0.0016765260891548278,0.0,0.19
596,0,0.4,0.4,0.09197474674044193,0.0,0.36
597,0,0.0,0.4,0.01948767892362264,0.0,0.5
598,0,0.0,0.4,0.0010995705192801554,0.0,0.09
599,0,0.2,0.2,0.0003839114704399007,0.0,0.15
600,0,0.0,0.2,0.0013595254560792524,0.0,0.13
601,0,0.0,0.4,0.011445405112605346,0.0,0.22
602,0,0.6,0.6,0.01715607204245806,0.0,0.14
603,0,0.2,0.4,0.9061471492322336,0.2,1.0
604,0,0.0,0.4,0.04428520556148728,0.0,0.22
605,0,0.0,0.4,0.0012776047360169445,0.6,0.46
606,0,1.0,0.6,0.5783312963771474,0.0,0.17
607,0,0.0,0.2,0.004485098881865211,0.0,0.41
608,0,0.0,0.4,0.0003599614235832148,0.0,0.23
609,0,0.0,0.2,0.00029335763904180537,0.2,0.39
610,0,0.0,0.0,3.632051962520348e-05,0.0,0.04
611,0,0.2,0.2,0.012685974482442604,0.0,0.2
612,0,0.2,0.0,0.0008749568859843597,0.0,0.12
613,0,0.4,0.2,0.009165731476679852,0.2,0.34
614,0,0.0,0.2,0.0012865458350651655,0.0,0.25
615,0,0.0,0.4,0.000653942906565298,0.0,0.04
616,0,0.6,0.8,0.7169391879656037,0.8,0.8
617,0,0.0,0.6,0.011182083896776218,0.2,0.32
618,0,0.0,0.6,0.022207432442082238,0.0,0.27
619,0,0.0,0.6,0.04768015696037575,0.0,0.2
620,0,0.0,0.6,0.0003487668461700505,0.2,0.09
621,0,0.0,0.4,0.01811237090334133,0.2,0.08
622,0,0.0,0.0,0.0012529545479528813,0.0,0.0
623,0,0.0,0.2,0.00013385572638461803,0.0,0.19
624,0,0.0,0.2,0.0005914202314855003,0.0,0.06
625,0,0.0,0.4,0.0002434262538113605,0.0,0.05
626,0,1.0,0.4,0.000153494878232136,0.4,0.3
627,0,0.0,0.0,0.001077616645095127,0.0,0.02
628,0,0.0,0.0,0.00019327526699343032,0.0,0.08
629,0,0.0,0.4,0.005137524710215738,0.2,0.16
630,0,0.2,0.0,0.00023435950955855844,0.2,0.63
631,0,0.2,0.2,0.007396062334911273,0.4,0.09
632,0,1.0,0.0,2.3944395748902263e-05,0.4,0.525
633,0,0.0,0.6,0.11315783237798148,0.0,0.0
634,0,0.2,0.4,0.0007344106302248115,0.2,0.15
635,0,0.0,0.4,0.4309815580706617,0.4,0.14
636,0,0.6,0.2,0.007161109935397016,0.0,0.79
637,0,0.2,0.2,0.2267982105499988,0.4,0.33
638,0,0.6,0.4,0.009724408749924921,0.0,0.45
639,0,0.0,0.6,6.241698400096863e-05,0.2,0.185
640,0,0.2,0.2,0.002740940297412727,0.0,0.14
641,0,0.8,0.4,0.004172235886136034,0.0,0.52
642,0,0.0,0.0,6.270195425970968e-05,0.0,0.12
643,0,0.4,0.4,0.06328102236532085,0.2,0.49
644,0,0.4,0.4,0.07966357100390525,0.2,0.155
645,0,0.8,0.0,0.00123952330203448,0.6,0.62
646,0,0.2,0.0,0.015601220112027584,0.0,0.07
647,0,0.6,0.2,0.051103531157360105,0.8,0.58
648,0,1.0,0.2,0.07648472797471534,0.0,0.46
649,0,0.2,0.0,0.0002980727943606248,0.0,0.23
650,0,0.0,0.0,0.0001211806717073477,0.0,0.06
651,0,0.2,0.0,0.0074922247118782,0.0,0.05
652,0,0.2,0.4,0.006251533009983182,0.0,0.18
653,0,0.8,1.0,0.0011251673360599124,0.6,0.7
654,0,0.0,0.0,0.006391665067456371,0.0,0.26
655,0,0.2,0.2,0.0010298991579149811,0.0,0.15
656,0,0.2,0.0,5.782524682515601e-06,0.0,0.07
657,0,0.0,0.0,0.0011081993821380194,0.0,0.18
658,0,0.0,1.0,0.003963436581325835,0.0,0.03
659,0,0.0,0.2,0.0005710856263412647,0.0,0.25
660,0,0.0,0.4,0.0012338156311290194,0.0,0.03
661,0,0.2,0.2,0.008039195877192753,0.0,0.03
662,0,0.0,0.2,0.0007572582630744057,0.0,0.01
663,0,0.2,0.2,0.002538291866508376,0.2,0.35
664,0,0.2,0.0,0.03566819562179668,0.0,0.18
665,0,0.2,0.2,0.0004027401172162744,0.0,0.31
666,0,0.0,0.0,0.0019295892376156296,0.0,0.06
667,0,0.2,0.0,1.130813201898051e-05,0.0,0.29
668,0,0.0,0.4,0.00016987628071135703,0.0,0.0
669,0,0.4,0.4,0.9995053972121148,0.0,0.325
670,0,0.0,0.0,3.3614038500499787e-06,0.0,0.0
671,0,0.4,0.2,0.0021124736496797485,0.6,0.52
672,0,0.2,0.2,0.00042885830723253537,0.0,0.33
673,0,0.0,0.4,3.328477120306588e-05,0.0,0.02
674,0,0.0,0.2,0.0002025450128535482,0.0,0.07
675,0,0.2,0.0,0.0013594761754454536,0.0,0.125
676,0,0.2,0.4,0.012060375918387302,0.0,0.155
677,0,0.8,0.0,0.00014107082745985522,0.2,0.46
678,0,0.0,0.2,0.0015716663752363658,0.0,0.02
679,0,0.0,0.2,0.04792588506039711,0.0,0.14
680,0,0.2,0.2,5.026205301342274e-05,0.4,0.29
681,0,1.0,0.2,0.10221191244139212,0.2,0.46
682,0,0.0,0.4,0.003637247107471512,0.0,0.13
683,0,0.0,0.4,0.2071130012031544,0.2,0.29
684,0,0.4,0.8,0.00548493549202819,0.0,0.32
685,0,0.8,0.8,0.0761810034375058,0.2,0.55
686,0,0.0,0.2,0.00025978536824847464,0.2,0.3
687,0,0.0,0.6,0.0014184053841524596,0.0,0.0
688,0,0.4,0.4,0.0316827750262831,0.0,0.19
689,0,0.0,0.0,0.0009085267470208127,0.0,0.115
690,0,0.0,0.2,0.0494484561825927,0.4,0.44
691,0,0.0,0.0,1.2620005994890256e-07,0.0,0.06
692,0,0.0,0.0,0.014350496153125456,0.0,0.29
693,0,0.2,0.4,0.21891414023609074,0.2,0.28
694,0,0.0,0.0,5.8324680149936966e-06,0.0,0.06
695,0,0.0,0.4,3.1152758316542734e-05,0.0,0.16
696,0,0.0,0.6,0.08588262325087673,0.6,0.15
697,0,0.2,0.4,0.02638348902821662,0.0,0.0
698,0,0.4,0.0,0.0001155732810010979,0.2,0.24
699,0,0.4,0.4,5.4412494605646946e-05,1.0,0.67
700,0,0.0,0.4,0.004736050639089943,0.0,0.08
701,0,0.0,0.6,0.017917296597333942,0.0,0.1
702,0,0.0,0.0,0.011235949983371563,0.2,0.28
703,0,0.2,0.2,0.0001567433409155517,0.0,0.1
704,0,0.0,0.4,0.08239691430158574,0.0,0.3
705,0,0.0,0.6,0.0018188263697573488,0.0,0.17
706,0,0.6,0.8,0.029810124153293788,0.2,0.39
707,0,0.8,0.4,0.03234267573390121,0.0,0.22
708,0,0.2,0.6,0.020388581840416656,0.0,0.3
709,0,0.8,0.4,0.004509180189508828,0.6,0.15
710,0,0.4,0.2,0.7269041434716776,0.2,0.26
711,0,0.4,0.4,0.00039360015983938936,0.0,0.24
712,0,0.2,0.6,0.03640588477438048,0.0,0.25
713,0,0.0,0.8,0.0397501067888511,0.2,0.21
714,0,0.0,0.4,0.0001378021127897059,0.0,0.34
715,0,0.2,0.2,0.4006732427584597,0.2,0.73
716,0,0.4,0.4,0.04453164069428638,0.4,0.48
717,0,0.2,0.0,0.0010690179119124707,0.0,0.2
718,0,0.2,0.4,0.0010609150815636566,0.0,0.42
719,0,0.4,0.2,1.2712307081131096e-06,0.0,0.26
720,0,0.2,0.2,0.6368911468114485,0.2,0.34
721,0,0.0,0.2,0.00031284557418691835,0.8,0.36
722,0,0.0,0.0,0.0015418969813680776,0.0,0.2
723,0,0.0,0.2,0.0011911246677002725,0.0,0.32
724,0,0.2,0.2,0.0001483586686337795,0.2,0.31
725,0,0.0,0.0,0.00011766477579959043,0.0,0.16
726,0,0.2,0.8,0.004017983414340147,0.0,0.26
727,0,0.0,0.2,0.0004427601595097584,0.0,0.09
728,0,0.0,0.6,0.00013036218924133449,0.0,0.135
729,0,0.4,0.6,0.020114000162212427,0.2,0.53
730,0,0.2,0.2,0.010469716803058318,0.2,0.0
731,0,0.2,0.4,0.8521562894187017,0.2,0.0
732,0,0.0,0.4,0.0007404306221527355,0.0,0.02
733,0,0.4,0.8,0.6816710133210742,0.0,0.3
734,0,0.0,0.6,0.0007444423663036715,0.0,0.15
735,0,0.0,1.0,0.06578009116650314,0.0,0.22
736,0,0.4,0.0,0.00039564975026709783,0.0,0.41
737,0,0.0,0.6,0.010545378656090794,0.0,0.21
738,0,0.2,0.6,0.5716981083975552,0.0,0.19
739,0,0.2,0.2,0.005438033987800304,0.4,0.34
740,0,0.0,0.4,0.014057246416516426,0.0,0.2
741,0,0.0,0.4,5.469540257010625e-05,0.0,0.17
742,0,0.8,0.2,0.06682399587187073,0.2,0.255
743,0,0.0,0.2,0.00017356212184145662,0.0,0.22
744,0,0.4,0.4,0.04434138311799935,0.2,0.39
745,0,0.2,0.4,0.004524586865136458,0.2,0.0
746,0,0.0,0.2,0.012290690742250572,0.0,0.08
747,0,0.2,0.4,0.09339190022018856,0.2,0.0
748,0,0.0,0.4,0.016942022504013325,0.4,0.47
749,0,0.0,0.0,7.853039260718103e-05,0.0,0.0
750,0,0.4,0.8,0.0022129063883370697,0.0,0.27
751,0,0.0,0.2,0.0008426764921413487,0.2,0.1
752,0,0.2,0.0,0.0020258968560797307,0.4,0.21
753,0,0.0,0.2,0.0027044666357128907,0.2,0.29
754,0,0.0,0.4,0.0015261373567725268,0.0,0.12
755,0,0.6,0.4,0.01535122399720575,0.0,0.32
756,0,0.6,0.6,0.12789522205059387,0.0,0.27
757,0,0.0,0.2,0.00017982238772791735,0.0,0.25
758,0,0.0,0.8,0.008504362163581039,0.2,0.23
759,0,0.0,0.4,0.01372328779030518,0.0,0.09
760,0,0.6,0.6,0.257870396094226,0.8,0.51
761,0,0.0,0.2,0.0004623987668851512,0.0,0.27
762,0,0.2,0.2,0.023535518782249385,0.0,0.35
763,0,0.0,0.2,0.0021034144796156363,0.2,0.17
764,0,0.0,0.8,0.005218204186463396,0.0,0.13
765,0,0.0,0.6,0.0029431309350578037,0.6,0.39
766,0,0.0,0.0,0.000212118288720248,0.0,0.11
767,0,0.0,0.4,0.3425535520509109,0.0,0.24
768,0,0.4,0.4,0.12397697592301415,0.2,0.35
769,0,0.0,0.6,0.0001298695869508137,0.2,0.29
770,0,0.8,0.8,0.9988115783608916,0.4,0.62
771,0,0.6,0.8,0.27573887781620965,0.6,0.58
772,0,0.2,0.0,0.0029638527490334584,0.0,0.28
773,0,0.0,0.0,0.012893163506780278,0.2,0.07
774,0,0.2,1.0,0.02044930927255181,0.4,0.25
775,0,0.0,0.8,0.039547924900028716,0.0,0.13
776,0,0.4,0.8,0.016647514595534242,0.2,0.45
777,0,0.0,0.0,0.006068331580538852,0.0,0.23
778,0,0.0,0.2,0.03991345505913844,0.0,0.13
779,0,0.0,0.0,4.8453430977927945e-05,0.0,0.06
780,0,0.0,0.4,0.0036085285348616907,0.0,0.27
781,0,0.2,0.8,0.0007879342206154815,0.6,0.14
782,0,0.0,0.2,0.00021368660857747383,0.0,0.07
783,0,0.2,0.0,0.0001142914769780458,0.0,0.14
784,0,0.4,0.6,0.013700656897107385,0.2,0.41
785,0,0.0,0.4,0.0011622004338094542,0.4,0.53
786,0,0.4,0.0,0.0010940794327078617,0.0,0.25
787,0,0.2,0.6,0.009188464604401642,0.6,0.4
788,0,0.8,0.6,0.07348670607267796,0.8,0.8
789,0,0.0,0.8,0.8128556101688164,0.8,0.3
790,0,0.0,0.4,0.0013241894364621133,0.2,0.31
791,0,0.4,0.4,0.015190298172853537,0.0,0.11
792,0,0.0,0.4,0.0012629985936544134,0.0,0.06
793,0,0.2,0.8,0.0001255282915303843,0.0,0.22
794,0,0.0,0.2,0.00012935890128979694,0.4,0.37
795,0,0.8,0.2,0.003610880922143247,0.6,0.52
796,0,0.0,0.2,0.0009465159935396283,0.0,0.11
797,0,0.2,0.8,0.0233216124392921,0.2,0.44
798,0,0.0,0.0,0.00032098772235632857,0.0,0.12
799,0,0.4,0.4,0.0584032388360114,0.0,0.5
800,0,0.0,0.6,0.0014718190294513555,0.0,0.01
801,0,0.0,0.6,0.0017109781985315793,0.0,0.1
802,0,0.0,0.8,0.00032295324356362983,0.2,0.12
803,0,0.2,0.6,0.0024776694721442053,0.6,0.47
804,0,0.8,0.6,2.1641669914457527e-05,0.8,0.55
805,0,0.0,1.0,0.1262986518816441,0.0,0.28
806,0,0.2,1.0,0.1388286832395171,1.0,0.42
807,0,0.2,0.6,0.009606025373181792,0.4,0.28
808,0,0.4,1.0,0.4960678399333095,0.8,0.78
809,0,0.4,0.2,0.012946008101354642,0.2,0.37
810,0,0.0,0.4,0.002017436121583689,0.0,0.01
811,0,0.0,0.4,0.0046137520871114435,0.2,0.25
812,0,0.0,0.4,0.0006820913719015648,0.2,0.24
813,0,0.4,0.2,0.003649415884319276,0.2,0.29
814,0,0.0,0.4,0.0018088577185692558,0.0,0.12
815,0,0.0,0.8,0.7594891790923783,0.0,0.17
816,0,0.0,0.4,0.0027554283534980337,0.2,0.32
817,0,0.8,0.8,0.001859073238936543,0.6,0.23
818,0,0.4,0.6,0.002402148666684357,0.0,0.4
819,0,0.6,0.4,0.00010321637801413076,0.4,0.41
820,0,0.0,0.6,0.0002442680849706683,0.2,0.1
821,0,0.0,0.4,0.11220111453545904,0.0,0.2
822,0,0.0,0.4,0.0006349025864255989,0.0,0.21
823,0,0.0,0.6,2.0654226801578267e-05,0.0,0.24
824,0,0.0,0.2,4.680636464243816e-05,0.0,0.08
825,0,0.2,0.0,0.002426484690773177,0.2,0.27
826,0,0.2,0.4,0.28029584578118194,0.6,0.4
827,0,0.0,0.4,0.000333134273539252,0.2,0.19
828,0,0.0,0.4,0.0028665552785765345,0.0,0.15
829,0,0.0,0.6,1.1559690667224625e-05,0.0,0.15
830,0,0.0,0.4,0.009148247825434929,0.2,0.27
831,0,0.0,0.4,0.046192841175568176,0.4,0.57
832,0,0.0,0.8,0.06525226066809575,0.0,0.14
833,0,0.0,0.6,0.0006223416859212456,0.0,0.08
834,0,0.8,0.8,0.5807779079454921,0.8,0.65
835,0,0.0,0.6,0.06328896997067296,0.4,0.35
836,0,0.0,0.2,0.0002608686688863087,0.0,0.12
837,0,0.0,0.4,0.3533934543917179,0.0,0.36
